$ /home/sdinh/sandbox/OptiUNO/external/uno/bin/uno_ampl /home/sdinh/sandbox/OptiUNO/problems/HS_model/hs21mod.nl constraint_relaxation_strategy=feasibility_restoration inequality_handling_method=interior_point hessian_model=exact inertia_correction_strategy=none globalization_mechanism=TR globalization_strategy=fletcher_filter_method time_limit=20.0

Automatically picked the filtersqp preset
Original model /home/sdinh/sandbox/OptiUNO/problems/HS_model/hs21mod.nl
7 variables, 7 constraints (0 equality, 7 inequality)
Problem type: NLP
Reformulated model /home/sdinh/sandbox/OptiUNO/problems/HS_model/hs21mod.nl -> no fixed bounds -> equality constrained -> bounds relaxed
14 variables, 7 constraints (7 equality, 0 inequality)

Non-default options:
QP_solver = BQPD

──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  Iterations
 Major  Minor  Penalty   Barrier   Barrier   Radius    Phase ||Step||  Objective  Infeas    Statio    Compl     Status        
──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
 0      -      -         -         -         1.00e+01  OPT   -         -9.899e+01 2.42e+01  3.00e+00  7.00e+01  initial point 
 1      1      -         1.00e-01  -         1.00e+01  OPT   3.07e+00  -9.155e+01 7.31e-01  4.30e+01  2.65e-11  ✔ (h-type)    
 1795   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.441e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1796   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.443e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1797   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.444e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1798   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.446e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1799   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.448e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1800   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.449e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1801   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.451e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1802   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.453e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1803   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.455e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1804   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.456e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1805   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.458e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1806   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.460e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1807   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.461e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1808   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.463e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1809   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.465e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1810   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.466e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1811   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.468e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1812   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.470e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1813   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.472e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1814   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.473e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1815   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.475e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1816   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.477e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1817   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.478e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1818   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.480e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1819   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.482e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1820   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.484e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1821   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.485e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1822   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.487e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1823   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.489e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1824   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.491e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1825   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.492e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1826   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.494e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1827   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.496e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1828   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.497e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1829   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.499e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1830   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.501e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1831   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.503e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1832   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.504e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1833   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.506e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1834   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.508e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1835   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.510e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1836   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.511e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1837   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.513e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1838   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.515e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1839   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.517e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1840   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.518e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1841   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.520e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1842   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.522e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1843   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.524e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1844   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.525e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1845   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.527e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1846   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.529e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1847   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.531e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1848   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.532e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1849   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.534e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1850   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.536e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1851   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.538e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1852   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.539e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1853   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.541e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1854   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.543e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1855   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.545e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1856   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.546e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1857   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.548e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1858   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.550e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1859   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.552e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1860   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.553e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1861   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.555e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1862   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.557e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1863   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.559e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1864   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.560e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1865   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.562e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1866   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.564e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1867   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.566e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1868   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.567e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1869   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.569e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1870   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.571e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1871   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.573e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1872   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.575e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1873   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.576e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1874   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.578e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1875   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.580e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1876   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.582e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1877   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.583e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1878   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.585e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1879   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.587e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1880   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.589e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1881   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.591e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1882   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.592e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1883   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.594e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1884   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.596e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1885   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.598e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1886   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.600e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1887   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.601e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1888   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.603e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1889   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.605e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1890   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.607e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1891   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.608e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1892   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.610e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1893   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.612e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1894   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.614e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1895   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.616e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1896   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.617e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1897   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.619e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1898   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.621e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1899   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.623e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1900   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.625e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1901   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.626e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1902   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.628e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1903   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.630e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1904   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.632e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1905   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.634e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1906   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.635e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1907   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.637e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1908   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.639e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1909   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.641e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1910   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.643e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1911   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.645e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1912   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.646e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1913   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.648e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1914   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.650e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1915   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.652e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1916   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.654e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1917   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.655e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1918   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.657e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1919   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.659e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1920   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.661e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1921   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.663e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1922   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.665e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1923   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.666e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1924   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.668e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1925   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.670e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1926   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.672e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1927   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.674e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1928   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.676e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1929   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.677e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1930   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.679e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1931   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.681e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1932   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.683e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1933   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.685e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1934   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.687e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1935   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.688e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1936   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.690e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1937   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.692e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1938   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.694e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1939   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.696e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1940   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.698e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1941   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.699e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1942   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.701e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1943   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.703e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1944   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.705e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1945   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.707e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1946   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.709e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1947   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.710e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1948   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.712e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1949   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.714e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1950   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.716e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1951   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.718e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1952   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.720e+66  2.00e+00  nan       2.45e-11  ✔ (h-type)    
